source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
4087500657418234880,287.23506643310037,-17.537825602643654,-0.37199969712851044,1.2139528,20.259249,1.2292976,,
4087500657418387968,287.2369020655713,-17.540514782194872,,,20.77748,1.4735355,,
4087500657432160000,287.239900953344,-17.538150080511475,,,18.608221,0.9037132,,
4087500657432161536,287.2356276204892,-17.53952106010934,0.15638702021111073,0.84061736,20.374884,1.0689201,,
4087500657432162688,287.2374175158977,-17.536452931435328,20.44534355005453,0.022738721,7.989909,0.8986597,-48.945747,0.16610068
4087500657432163200,287.2341021343378,-17.537006813432637,0.9546146969850753,0.4571578,19.629395,0.9584179,,
4087500863574387456,287.236379950235,-17.53386403820399,0.6318107287698047,0.07490963,16.802147,1.2142735,,
4087500863590595200,287.23400187179493,-17.533881056480176,,,20.223051,0.041837692,,
4087500897934123008,287.23884792484137,-17.532678557315496,-0.044941380406781424,0.8416728,19.943449,1.2848873,,
